Date,Symbol,Opening Price,Highest Price,Lowest Price,Closing Price,Volume of Trade,P/E Ratio,P/B Ratio
2019-12-19 00:00:00+05:30,HDFCBANK.NS,1252.7719417305607,1253.251930980266,1234.6283246547293,1237.2203369140625,6509188,,
2019-12-20 00:00:00+05:30,HDFCBANK.NS,1237.1724162504615,1247.5881605856023,1228.8206493347916,1244.80419921875,7513022,,
2019-12-23 00:00:00+05:30,HDFCBANK.NS,1247.0121724456828,1251.8120653342344,1237.2204378269919,1250.276123046875,5097891,,
2019-12-24 00:00:00+05:30,HDFCBANK.NS,1246.62814709349,1249.0280935175822,1235.4443733202434,1237.556396484375,3589604,,
2019-12-26 00:00:00+05:30,HDFCBANK.NS,1238.0843239361693,1240.1483013137852,1214.0369308922166,1219.604736328125,7474879,,
2019-12-27 00:00:00+05:30,HDFCBANK.NS,1221.0928423713235,1227.8126929189643,1219.1728850719976,1223.9727783203125,3546496,,
2019-12-30 00:00:00+05:30,HDFCBANK.NS,1230.6925276289817,1237.1723829811624,1223.0607448659225,1230.8365478515625,4667095,,
2019-12-31 00:00:00+05:30,HDFCBANK.NS,1230.644486221246,1230.644486221246,1217.8768414963592,1221.188720703125,4178528,,
2020-01-01 00:00:00+05:30,HDFCBANK.NS,1225.0287642489843,1228.7727045200481,1219.7488815342497,1227.4287109375,1836849,,
2020-01-02 00:00:00+05:30,HDFCBANK.NS,1227.8127287247123,1236.4525368236352,1227.8127287247123,1235.2525634765625,3068583,,
2020-01-03 00:00:00+05:30,HDFCBANK.NS,1230.8845981650395,1233.5725853026925,1213.0290184217617,1217.636962890625,5427775,,
2020-01-06 00:00:00+05:30,HDFCBANK.NS,1209.572915705525,1211.3009238876261,1186.5334315968482,1191.2852783203125,5445093,,
2020-01-07 00:00:00+05:30,HDFCBANK.NS,1208.5170091349173,1220.5646695178561,1202.1331283980037,1210.14892578125,7362247,,
2020-01-08 00:00:00+05:30,HDFCBANK.NS,1197.0453284157811,1211.6370741783426,1190.4215694915767,1206.981201171875,5666055,,
2020-01-09 00:00:00+05:30,HDFCBANK.NS,1214.3729590739938,1224.7407750847083,1212.5489762518453,1220.516845703125,4773158,,
2020-01-10 00:00:00+05:30,HDFCBANK.NS,1232.7084954285822,1235.3964823794965,1224.0686880383555,1231.364501953125,4607290,,
2020-01-13 00:00:00+05:30,HDFCBANK.NS,1231.3644944720004,1244.6122459304834,1224.9326847723075,1234.532470703125,3725784,,
2020-01-14 00:00:00+05:30,HDFCBANK.NS,1237.4124667347749,1240.8204377801117,1226.3727123767842,1237.8924560546875,3943145,,
2020-01-15 00:00:00+05:30,HDFCBANK.NS,1234.9163942516534,1236.4042906499637,1223.1086115560133,1232.8524169921875,5893724,,
2020-01-16 00:00:00+05:30,HDFCBANK.NS,1230.7404768706822,1239.332237530347,1228.148464622242,1236.1163330078125,3575200,,
2020-01-17 00:00:00+05:30,HDFCBANK.NS,1230.4526037177413,1233.4765598262318,1220.9968376898319,1226.9967041015625,8459407,,
2020-01-20 00:00:00+05:30,HDFCBANK.NS,1252.6280064460766,1252.6280064460766,1202.3731520316696,1204.6771240234375,11089225,,
2020-01-21 00:00:00+05:30,HDFCBANK.NS,1199.9733414167456,1199.9733414167456,1188.8376122453776,1194.5494384765625,7492402,,
2020-01-22 00:00:00+05:30,HDFCBANK.NS,1198.101369534372,1204.7731741026575,1184.997637869106,1191.189453125,9184155,,
2020-01-23 00:00:00+05:30,HDFCBANK.NS,1190.3735458521442,1196.949376277332,1181.733737858056,1195.0294189453125,5754460,,
2020-01-24 00:00:00+05:30,HDFCBANK.NS,1196.1333772226055,1203.8132062898453,1189.5095012151328,1194.741455078125,5915878,,
2020-01-27 00:00:00+05:30,HDFCBANK.NS,1185.5734522817952,1185.5734522817952,1163.2539520667735,1164.6458740234375,9444276,,
2020-01-28 00:00:00+05:30,HDFCBANK.NS,1170.0219156236126,1178.6617226622957,1164.6939877424716,1174.2457275390625,6706079,,
2020-01-29 00:00:00+05:30,HDFCBANK.NS,1176.2618224737796,1192.293418179207,1173.333840877243,1186.3895263671875,6894175,,
2020-01-30 00:00:00+05:30,HDFCBANK.NS,1189.3654417378275,1189.3654417378275,1168.485907150228,1176.9818115234375,6055992,,
