Date,Symbol,Opening Price,Highest Price,Lowest Price,Closing Price,Volume of Trade,P/E Ratio,P/B Ratio
2019-12-19 00:00:00+05:30,BHARTIARTL.NS,420.2634003455628,440.3126430808138,414.7209263601122,433.2279357910156,14236801,,
2019-12-20 00:00:00+05:30,BHARTIARTL.NS,433.66166385001463,443.78267774183007,429.61326428696606,437.4208984375,21689127,,
2019-12-23 00:00:00+05:30,BHARTIARTL.NS,432.84235279868267,442.57782393421877,430.3362162430789,438.38482666015625,10630886,,
2019-12-24 00:00:00+05:30,BHARTIARTL.NS,438.0956079972358,443.3971053877872,436.0713933641047,440.64996337890625,6974012,,
2019-12-26 00:00:00+05:30,BHARTIARTL.NS,438.8667645742938,440.02345447469236,429.9024403224967,431.396484375,5997570,,
2019-12-27 00:00:00+05:30,BHARTIARTL.NS,432.7941528353858,440.55359806691587,432.7941528353858,438.6739807128906,5997611,,
2019-12-30 00:00:00+05:30,BHARTIARTL.NS,443.397168220917,447.9275197446156,438.67400007429825,443.8791198730469,12141748,,
2019-12-31 00:00:00+05:30,BHARTIARTL.NS,443.39712327725795,445.80688129364904,438.0956256728103,439.34869384765625,5212590,,
2020-01-01 00:00:00+05:30,BHARTIARTL.NS,439.5896681350713,443.87907335153665,433.51705397997387,436.9389343261719,5154996,,
2020-01-02 00:00:00+05:30,BHARTIARTL.NS,437.71007418118705,442.8187854048309,437.1317442158331,438.7703857421875,4933053,,
2020-01-03 00:00:00+05:30,BHARTIARTL.NS,439.252340650954,442.62600206696226,435.2039409580663,438.6739807128906,5154587,,
2020-01-06 00:00:00+05:30,BHARTIARTL.NS,437.5172735148553,440.9391539334308,428.6011387279452,433.4206848144531,7538915,,
2020-01-07 00:00:00+05:30,BHARTIARTL.NS,435.6859174683398,438.8667924199677,427.1071359934343,429.0349426269531,4353883,,
2020-01-08 00:00:00+05:30,BHARTIARTL.NS,426.62514776254005,444.12006338610587,424.45636548575067,442.28863525390625,14118818,,
2020-01-09 00:00:00+05:30,BHARTIARTL.NS,451.49395137963097,457.8075417653312,438.8667706082305,443.4935302734375,18180867,,
2020-01-10 00:00:00+05:30,BHARTIARTL.NS,448.02390194151667,449.13240273830655,437.8065088474415,440.50543212890625,37724966,,
2020-01-13 00:00:00+05:30,BHARTIARTL.NS,442.4331771739007,453.32533703280376,437.8546370765479,451.9758605957031,15206224,,
