date,Pt_plus,Pt_minus,Dt
2021-01-01,0.9321936042826258,0.06780639571737428,0.8643872085652514
2021-01-02,0.7423502462449723,0.2576497537550278,0.48470049248994435
2021-01-03,0.8459369933221338,0.15406300667786615,0.6918739866442676
2021-01-04,0.6508943519094001,0.3491056480905999,0.3017887038188003
2021-01-05,0.3567999594646541,0.6432000405353459,-0.2864000810706917
2021-01-06,0.5187803642115352,0.48121963578846483,0.03756072842307041
2021-01-07,0.24679723514569463,0.7532027648543054,-0.5064055297086107
2021-01-08,0.47194234165728516,0.5280576583427149,-0.056115316685429684
2021-01-09,0.6657795570297429,0.3342204429702571,0.33155911405948574
2021-01-10,0.016087017762627887,0.9839129822373721,-0.9678259644747442
2021-01-11,0.17119194965343085,0.8288080503465691,-0.6576161006931383
2021-01-12,0.9845041672277031,0.015495832772296958,0.9690083344554061
2021-01-13,0.485925545067391,0.514074454932609,-0.028148909865218046
2021-01-14,0.7510490539483917,0.2489509460516083,0.5020981078967834
2021-01-15,0.9607630522566476,0.0392369477433523,0.9215261045132953
2021-01-17,0.930937462328213,0.06906253767178709,0.8618749246564259
2021-01-18,0.4491541196797694,0.5508458803202305,-0.10169176064046118
2021-01-19,0.7007699873717383,0.29923001262826165,0.4015399747434768
2021-01-20,0.9314871695700416,0.0685128304299585,0.862974339140083
2021-01-21,0.8039222896823213,0.19607771031767868,0.6078445793646425
2021-01-22,0.32291595025295217,0.6770840497470478,-0.35416809949409567
2021-01-23,0.20721619479843148,0.7927838052015685,-0.5855676104031371
2021-01-24,0.31738049299968196,0.682619507000318,-0.3652390140006361
2021-01-25,0.36844300337441305,0.631556996625587,-0.2631139932511739
2021-01-27,0.467447013415935,0.532552986584065,-0.06510597316813005
2021-01-28,0.33529697112176776,0.6647030288782322,-0.32940605775646453
2021-01-29,0.009975580847399405,0.9900244191526006,-0.9800488383052013
2021-02-01,0.9568615892998118,0.043138410700188236,0.9137231785996235
2021-02-02,0.7779793713853594,0.22202062861464067,0.5559587427707187
2021-02-03,0.7729725390856552,0.22702746091434473,0.5459450781713105
2021-02-04,0.8604808511148985,0.13951914888510156,0.7209617022297969
2021-02-05,0.9776903666590415,0.022309633340958528,0.9553807333180829
2021-02-07,0.9518277269531223,0.048172273046877594,0.9036554539062447
2021-02-08,0.6206111134952326,0.3793888865047675,0.24122222699046506
2021-02-09,0.6357221319571453,0.36427786804285467,0.2714442639142907
2021-02-10,0.9590595914551415,0.04094040854485854,0.9181191829102829
2021-02-11,0.5379285890177178,0.4620714109822822,0.07585717803543546
2021-02-12,0.47497429936543756,0.5250257006345624,-0.05005140126912496
2021-02-13,0.9314538562149415,0.06854614378505852,0.862907712429883
2021-02-14,0.007249213641750499,0.9927507863582495,-0.9855015727164991
2021-02-15,0.6569539659659398,0.34304603403406014,0.3139079319318797
2021-02-16,0.9369904420194857,0.06300955798051434,0.8739808840389713
2021-02-17,0.6323455389619065,0.3676544610380934,0.26469107792381313
2021-02-18,0.7258533720236987,0.27414662797630135,0.45170674404739736
2021-02-19,0.9618005465783089,0.038199453421691065,0.9236010931566179
2021-02-20,0.9823653512184961,0.017634648781503882,0.9647307024369923
2021-02-22,0.2087860350420702,0.7912139649579298,-0.5824279299158596
2021-02-23,0.2637459651402246,0.7362540348597755,-0.47250806971955084
2021-02-24,0.02564364652603836,0.9743563534739617,-0.9487127069479233
2021-02-26,0.8863507070515264,0.11364929294847366,0.7727014141030528
2021-02-27,0.6445193157791032,0.35548068422089685,0.2890386315582063
2021-02-28,0.02143398008301746,0.9785660199169826,-0.9571320398339651
2021-03-01,0.9837578157340385,0.016242184265961447,0.9675156314680772
2021-03-02,0.24840315588465764,0.7515968441153423,-0.5031936882306847
2021-03-03,0.8555625174856817,0.1444374825143183,0.7111250349713634
2021-03-04,0.3424380115007607,0.6575619884992393,-0.3151239769984786
2021-03-05,0.06294480002674373,0.9370551999732563,-0.8741103999465126
2021-03-06,0.01708249206044865,0.9829175079395513,-0.9658350158791027
2021-03-08,0.7453036971086413,0.25469630289135864,0.4906073942172827
2021-03-09,0.3876869212185164,0.6123130787814837,-0.22462615756296717
2021-03-10,0.6470180040811747,0.35298199591882534,0.29403600816234937
2021-03-11,0.06531250007457166,0.9346874999254283,-0.8693749998508566
2021-03-12,0.014022528021605097,0.9859774719783949,-0.9719549439567898
2021-03-16,0.9229281438424582,0.07707185615754175,0.8458562876849166
2021-03-17,0.9258197573500755,0.07418024264992451,0.8516395147001509
2021-03-18,0.6452345463338705,0.35476545366612955,0.290469092667741
2021-03-19,0.8272568067479489,0.17274319325205117,0.6545136134958977
2021-03-20,0.9798670305373622,0.02013296946263772,0.9597340610747246
2021-03-21,0.04154087070260293,0.9584591292973971,-0.9169182585947941
2021-03-22,0.9865907348603316,0.013409265139668513,0.973181469720663
2021-03-23,0.950767637323526,0.04923236267647394,0.9015352746470521
2021-03-24,0.2458444340983726,0.7541555659016275,-0.5083111318032548
2021-03-25,0.578143398667218,0.4218566013327819,0.15628679733443607
2021-03-26,0.0700437735918421,0.9299562264081579,-0.8599124528163158
2021-03-28,0.9356400281559003,0.0643599718440997,0.8712800563118006
2021-03-31,0.5969485340458458,0.4030514659541542,0.19389706809169155
2021-04-01,0.947368199884885,0.05263180011511505,0.8947363997697699
2021-04-02,0.774903005097797,0.225096994902203,0.5498060101955939
2021-04-05,0.8431193194970611,0.1568806805029389,0.6862386389941222
2021-04-06,0.8191636163681004,0.18083638363189955,0.6383272327362008
2021-04-07,0.6591621548237908,0.34083784517620913,0.3183243096475817
