Date,Symbol,Opening Price,Highest Price,Lowest Price,Closing Price,Volume of Trade,P/E Ratio,P/B Ratio
2019-12-19 00:00:00+05:30,INFY.NS,658.1990182930933,660.3975126754711,650.2126688287165,655.821044921875,7199210,,
2019-12-20 00:00:00+05:30,INFY.NS,655.9557535783222,659.5451147470135,653.488067774847,656.4492797851562,7794167,,
2019-12-23 00:00:00+05:30,INFY.NS,656.9877056890551,661.6089752538525,656.5390355505717,660.4424438476562,4975608,,
2019-12-24 00:00:00+05:30,INFY.NS,661.2948606695644,661.2948606695644,653.5328461571353,658.1093139648438,2890759,,
2019-12-26 00:00:00+05:30,INFY.NS,656.853026559147,659.1412331158415,651.9625115141022,654.1161499023438,3821806,,
2019-12-27 00:00:00+05:30,INFY.NS,654.8341214262921,661.7885091495586,654.0264932023184,661.2949829101562,3399094,,
2019-12-30 00:00:00+05:30,INFY.NS,660.5322119156289,662.192324430214,652.5907716995421,657.6607666015625,5368416,,
2019-12-31 00:00:00+05:30,INFY.NS,654.7891777419878,662.0127556501866,650.9754817589132,656.09033203125,6927885,,
2020-01-01 00:00:00+05:30,INFY.NS,659.5451424926797,664.0318441422897,657.3466477305093,661.2052001953125,2112415,,
2020-01-02 00:00:00+05:30,INFY.NS,663.0447802157353,664.7496939515061,655.8660577005586,659.2759399414062,5658200,,
2020-01-03 00:00:00+05:30,INFY.NS,658.5581573949722,671.2106354332482,658.5581573949722,669.4159545898438,7882938,,
2020-01-06 00:00:00+05:30,INFY.NS,669.5055336588492,676.415064486537,660.8910892303696,662.9998168945312,6519403,,
2020-01-07 00:00:00+05:30,INFY.NS,662.2371880260079,666.3649317889069,650.6614754332767,653.174072265625,7899363,,
2020-01-08 00:00:00+05:30,INFY.NS,650.5269575882141,654.1611753864987,635.5862174772169,644.4699096679688,8639443,,
2020-01-09 00:00:00+05:30,INFY.NS,647.6105660134799,656.4044908218241,640.970225264906,652.8599853515625,13521186,,
2020-01-10 00:00:00+05:30,INFY.NS,664.435698100635,666.6341929946817,655.5071503284728,662.371826171875,9341405,,
2020-01-13 00:00:00+05:30,INFY.NS,681.9786232163362,697.682078356186,677.4919217478077,694.1375732421875,36952038,,
2020-01-14 00:00:00+05:30,INFY.NS,690.9071829681039,697.1885651411018,688.4394971144262,696.0220336914062,11414418,,
2020-01-15 00:00:00+05:30,INFY.NS,694.4067730057999,694.4067730057999,683.9079352544186,688.7535400390625,6047430,,
2020-01-16 00:00:00+05:30,INFY.NS,691.580179827873,693.1953814132273,682.2029627435677,688.260009765625,5740586,,
2020-01-17 00:00:00+05:30,INFY.NS,691.5802189733815,693.5543786980269,683.99768205901,689.0227661132812,3762957,,
2020-01-20 00:00:00+05:30,INFY.NS,692.3877462802103,694.9003429091925,684.6257856285407,689.5611572265625,3887680,,
2020-01-21 00:00:00+05:30,INFY.NS,689.5611706498461,691.4007073274206,682.6516393242508,684.2219848632812,4448374,,
2020-01-22 00:00:00+05:30,INFY.NS,689.5611851895768,698.130774357976,687.3626904347167,691.1315307617188,9733935,,
2020-01-23 00:00:00+05:30,INFY.NS,697.3230796370092,704.8607595719797,696.9641764020546,703.8287963867188,12528017,,
2020-01-24 00:00:00+05:30,INFY.NS,696.111745273294,705.7581536028949,694.1824416996515,702.3931274414062,7540490,,
2020-01-27 00:00:00+05:30,INFY.NS,699.0729432152536,704.2326498919399,694.9003437209078,698.220458984375,3741610,,
2020-01-28 00:00:00+05:30,INFY.NS,700.8226356016027,701.5404967456711,692.7465744999197,698.130615234375,5121009,,
2020-01-29 00:00:00+05:30,INFY.NS,705.847911704082,711.411432940671,703.7391837465785,708.6296997070312,6832757,,
2020-01-30 00:00:00+05:30,INFY.NS,708.6295281553829,708.6295281553829,698.1306374354633,700.553466796875,3859680,,
2020-01-31 00:00:00+05:30,INFY.NS,700.4190034929735,704.3673229646789,692.3877963578303,696.291259765625,6092028,,
2020-02-03 00:00:00+05:30,INFY.NS,701.7201037899856,709.7513103051258,686.0166487818977,688.6189575195312,6416745,,
2020-02-04 00:00:00+05:30,INFY.NS,691.0417529065148,708.8091349135218,691.0417529065148,706.9695434570312,5771311,,
2020-02-05 00:00:00+05:30,INFY.NS,700.8228752814186,705.3095774279067,694.90045035578,704.0084228515625,6310409,,
2020-02-06 00:00:00+05:30,INFY.NS,703.8290007432126,706.0274959266864,690.9521864489368,692.16357421875,7341622,,
2020-02-07 00:00:00+05:30,INFY.NS,696.2912369792273,698.8934910632885,691.849391411247,697.5026245117188,2853344,,
2020-02-10 00:00:00+05:30,INFY.NS,694.5413475681335,698.1307085374779,690.7276515382051,693.823486328125,3827682,,
2020-02-11 00:00:00+05:30,INFY.NS,699.0280887967447,699.1178009183932,690.2341648722897,694.1375732421875,4312817,,
2020-02-12 00:00:00+05:30,INFY.NS,696.1566389009487,702.8418355230475,695.52848969638,700.86767578125,2948825,,
2020-02-13 00:00:00+05:30,INFY.NS,704.4121295595514,712.4881921914445,701.8995876946013,710.9178466796875,4387430,,
2020-02-14 00:00:00+05:30,INFY.NS,712.936958278558,717.1544691744081,704.0532662802632,705.71337890625,5321680,,
2020-02-17 00:00:00+05:30,INFY.NS,709.1679907445628,711.9946344482474,702.8866089757548,708.4052734375,2929629,,
2020-02-18 00:00:00+05:30,INFY.NS,704.4121725056314,717.0197934290998,703.2007849447144,715.7635498046875,5083346,,
2020-02-19 00:00:00+05:30,INFY.NS,717.8721869175611,722.2242651430282,714.4174489257409,718.2760009765625,3985192,,
2020-02-20 00:00:00+05:30,INFY.NS,720.7885523165484,723.3459501089236,712.3535320997388,715.18017578125,4564569,,
2020-02-24 00:00:00+05:30,INFY.NS,717.9618279395806,728.2812396046774,710.8280176039287,714.1481323242188,6627536,,
2020-02-25 00:00:00+05:30,INFY.NS,716.974905714294,723.256287866985,713.7445025149182,716.4365234375,6996695,,
2020-02-26 00:00:00+05:30,INFY.NS,712.443349864247,719.1734021872244,700.374111744513,702.3931274414062,8760569,,
2020-02-27 00:00:00+05:30,INFY.NS,698.1307777425725,700.5984636536162,692.9262147749597,697.9961547851562,5223386,,
2020-02-28 00:00:00+05:30,INFY.NS,673.0052402480345,679.107143472422,647.9245673409297,656.5839233398438,14123957,,
2020-03-02 00:00:00+05:30,INFY.NS,661.3397818679831,687.272937691559,658.4234259777918,664.9739990234375,9821523,,
2020-03-03 00:00:00+05:30,INFY.NS,677.4919551251882,681.0813164768448,665.1535254788686,670.313232421875,7826587,,
2020-03-04 00:00:00+05:30,INFY.NS,676.5047945231051,683.3245580934025,669.011971037652,680.8568725585938,11013444,,
2020-03-05 00:00:00+05:30,INFY.NS,685.3435580367029,694.1374807898937,674.5754759464372,677.1328735351562,7755293,,
2020-03-06 00:00:00+05:30,INFY.NS,664.9290749938239,667.6210955403575,654.2507049181876,663.0895385742188,9216022,,
2020-03-09 00:00:00+05:30,INFY.NS,650.1230086462932,651.3343960714536,625.4461518653779,632.13134765625,10308654,,
2020-03-11 00:00:00+05:30,INFY.NS,619.7479708150637,624.5038624590605,600.365391516944,615.5753173828125,16165009,,
