Date,Symbol,Opening Price,Highest Price,Lowest Price,Closing Price,Volume of Trade,P/E Ratio,P/B Ratio
2019-12-19 00:00:00+05:30,SBIN.NS,308.11637019314384,310.2341701626216,305.4338178202386,308.8693542480469,27516289,,
2019-12-20 00:00:00+05:30,SBIN.NS,310.94008730185,319.5524676512323,310.94008730185,317.9994201660156,51839714,,
2019-12-23 00:00:00+05:30,SBIN.NS,315.9757526221432,318.940666700201,310.9400894001566,312.86962890625,30150335,,
2019-12-24 00:00:00+05:30,SBIN.NS,313.6226108673486,314.5638551631996,309.85763368394464,311.9754333496094,21747782,,
2019-12-26 00:00:00+05:30,SBIN.NS,313.4343658362265,313.85793727985833,308.8222743060585,310.4694519042969,24616942,,
2019-12-27 00:00:00+05:30,SBIN.NS,313.810895486915,318.4700670279977,313.43440344989347,317.4346923828125,33477173,,
2019-12-30 00:00:00+05:30,SBIN.NS,317.90528003848283,317.99941021862696,312.9637471881437,314.7521057128906,22775554,,
2019-12-31 00:00:00+05:30,SBIN.NS,314.7520923648853,316.5875302641161,313.01078464180677,314.1402893066406,23801635,,
2020-01-01 00:00:00+05:30,SBIN.NS,315.03450543090395,316.2110609057363,312.6343150275467,314.7991943359375,17379320,,
2020-01-02 00:00:00+05:30,SBIN.NS,314.8462353827271,319.8818984050485,313.76381012406875,319.36419677734375,20324236,,
2020-01-03 00:00:00+05:30,SBIN.NS,318.0935503416839,318.0935503416839,312.4931347797769,314.09326171875,21853208,,
2020-01-06 00:00:00+05:30,SBIN.NS,312.21074142243395,312.21074142243395,299.03332140718857,300.2569274902344,35645325,,
2020-01-07 00:00:00+05:30,SBIN.NS,305.3867453430625,307.7869069810974,296.86846661546156,299.69219970703125,50966826,,
2020-01-08 00:00:00+05:30,SBIN.NS,293.76238405867673,302.6100757061174,292.72700946999225,301.00994873046875,44527485,,
2020-01-09 00:00:00+05:30,SBIN.NS,307.6927656374137,311.92836512111023,305.9044071558635,310.79888916015625,40348407,,
2020-01-10 00:00:00+05:30,SBIN.NS,311.55189907972397,318.09355920579,308.82229604114593,312.72845458984375,42377838,,
2020-01-13 00:00:00+05:30,SBIN.NS,314.3756336953184,315.74044958289744,309.7164623648244,311.31658935546875,23615129,,
