Date,Symbol,Opening Price,Highest Price,Lowest Price,Closing Price,Volume of Trade,P/E Ratio,P/B Ratio
2019-12-19 00:00:00+05:30,ITC.NS,199.44805483160053,200.9476568265632,197.17837324139884,198.07003784179688,9339714,,
2019-12-20 00:00:00+05:30,ITC.NS,198.07003356556825,198.67798331577717,194.66550506938293,195.47610473632812,13958336,,
2019-12-23 00:00:00+05:30,ITC.NS,196.1651160696322,196.81359826593027,193.44960228397056,193.65225219726562,19082124,,
2019-12-24 00:00:00+05:30,ITC.NS,193.7333353571867,194.7060525588662,193.08485309981023,193.5306854248047,7896150,,
2019-12-26 00:00:00+05:30,ITC.NS,193.65226416262692,194.0575640142597,191.58524481431573,191.95001220703125,14460325,,
2019-12-27 00:00:00+05:30,ITC.NS,192.517416371979,193.28748356371312,191.6662842679491,192.0310516357422,8712539,,
2019-12-30 00:00:00+05:30,ITC.NS,192.92272140698591,195.2734555018322,192.51742157209728,193.0848388671875,13173134,,
2019-12-31 00:00:00+05:30,ITC.NS,193.36856487754807,193.6927998166949,192.43636778215327,192.67955017089844,7142051,,
2020-01-01 00:00:00+05:30,ITC.NS,193.4090840100785,193.4090840100785,192.19318451890555,193.0037841796875,4208837,,
2020-01-02 00:00:00+05:30,ITC.NS,193.08485106159628,195.3140002942672,193.00379851076127,194.42234802246094,8402979,,
2020-01-03 00:00:00+05:30,ITC.NS,195.3545173309134,195.3545173309134,192.92271835998918,193.32801818847656,9284478,,
2020-01-06 00:00:00+05:30,ITC.NS,192.51742526406272,193.16590748607453,190.4909260507568,190.57199096679688,7636617,,
2020-01-07 00:00:00+05:30,ITC.NS,191.3420602564234,192.84166226917105,190.16669317379154,190.77464294433594,8416741,,
2020-01-08 00:00:00+05:30,ITC.NS,189.68030504026737,191.13938678356155,189.0723553446255,189.84242248535156,7043211,,
2020-01-09 00:00:00+05:30,ITC.NS,190.97730208278378,191.78790181595556,190.53146975578522,191.13941955566406,9452653,,
2020-01-10 00:00:00+05:30,ITC.NS,192.59847932505156,193.53066396312553,191.94999713958887,192.92271423339844,9973746,,
2020-01-13 00:00:00+05:30,ITC.NS,193.32802435895866,194.94922372465223,193.12537443824698,193.93597412109375,12243639,,
2020-01-14 00:00:00+05:30,ITC.NS,194.74657616610395,197.624207548868,193.16590923913407,197.17837524414062,11843444,,
2020-01-15 00:00:00+05:30,ITC.NS,196.6109467334715,196.9757141006448,195.43557971979348,196.48934936523438,5476729,,
2020-01-16 00:00:00+05:30,ITC.NS,196.57042015131142,197.70525474282155,194.62498588907425,195.15187072753906,9369668,,
2020-01-17 00:00:00+05:30,ITC.NS,195.1518696579532,196.24618415494479,194.0575551609616,194.50338745117188,7392403,,
2020-01-20 00:00:00+05:30,ITC.NS,194.5844435169831,197.17835985738614,194.5844435169831,196.08404541015625,8020816,,
